order_id,customer_id,order_date,sales_channel,region,order_status
O001385,C00876,2024-01-01,Marketplace,Northeast,Completed
O001386,C01061,2024-03-27,Mobile App,Northeast,Completed
O001387,C00944,2023-06-14,Mobile App,Midwest,Cancelled
O001388,C00068,2024-11-22,Online,Northeast,Completed
O001389,C00172,2023-02-19,Retail Store,Northeast,Completed
O001390,C01409,2023-06-16,Mobile App,Northeast,Completed
O001391,C00118,2025-06-18,Online,Midwest,Cancelled
O001392,C01377,2024-10-02,Online,West,Completed
O001393,C00535,2024-08-16,Mobile App,Midwest,Completed
O001394,C01006,2025-09-03,Online,Midwest,Completed
O001395,C00644,2024-08-14,Marketplace,Northeast,Completed
O001396,C00091,2025-08-15,Online,Northeast,Completed
O001397,C01304,2025-02-12,Retail Store,Midwest,Completed
O001398,C00830,2025-12-21,Marketplace,South,Completed
O001399,C01048,2023-11-02,Mobile App,Midwest,Completed
O001400,C00636,2023-04-11,Mobile App,Midwest,Completed
O001401,C01281,2023-03-27,Marketplace,Northeast,Completed
O001402,C00035,2025-07-31,Mobile App,Midwest,Completed
O001403,C00803,2023-04-07,Retail Store,Northeast,Completed
O001404,C00536,2025-12-19,Retail Store,Northeast,Completed
O001405,C00510,2025-08-28,Mobile App,West,Completed
O001406,C00819,2025-12-18,Retail Store,Northeast,Completed
O001407,C01268,2023-10-17,Retail Store,West,Completed
O001408,C00610,2024-09-21,Mobile App,West,Completed
O001409,C01480,2023-09-25,Marketplace,Midwest,Completed
O001410,C00947,2024-05-30,Online,Northeast,Completed
O001411,C00727,2025-03-09,Retail Store,South,Completed
O001412,C00826,2023-03-28,Mobile App,South,Completed
O001413,C00393,2024-01-18,Online,Midwest,Completed
O001414,C00574,2024-09-22,Retail Store,West,Returned
O001415,C00463,2025-12-22,Online,Northeast,Completed
O001416,C00565,2025-10-22,Retail Store,South,Completed
O001417,C00077,2023-05-07,Retail Store,Midwest,Completed
O001418,C00420,2024-08-19,Mobile App,South,Completed
O001419,C01078,2024-12-28,Retail Store,South,Completed
O001420,C01492,2023-09-08,Mobile App,West,Completed
O001421,C01457,2023-07-04,Marketplace,Northeast,Completed
O001422,C01243,2023-09-11,Mobile App,Northeast,Completed
O001423,C00444,2024-02-10,Mobile App,West,Completed
O001424,C00833,2024-04-07,Online,Northeast,Returned
O001425,C00671,2025-10-31,Marketplace,West,Completed
O001426,C00022,2025-12-10,Mobile App,Northeast,Completed
O001427,C00686,2023-03-02,Marketplace,Northeast,Completed
O001428,C00501,2025-12-08,Marketplace,Northeast,Completed
O001429,C01494,2025-10-15,Retail Store,Midwest,Completed
O001430,C01272,2025-04-30,Mobile App,Northeast,Completed
O001431,C00119,2024-12-09,Online,South,Completed
O001432,C00223,2023-09-10,Retail Store,Midwest,Completed
O001433,C00055,2025-09-04,Mobile App,Midwest,Completed
O001434,C00442,2023-12-16,Mobile App,South,Completed
O001435,C00158,2024-11-22,Online,West,Completed
O001436,C01065,2024-08-25,Marketplace,South,Completed
O001437,C00692,2025-01-21,Mobile App,Northeast,Completed
O001438,C01064,2025-06-10,Online,Northeast,Completed
O001439,C00396,2023-02-06,Online,Northeast,Completed
O001440,C01245,2025-03-10,Online,West,Completed
O001441,C01403,2025-03-02,Marketplace,South,Completed
O001442,C00521,2023-12-26,Retail Store,South,Completed
O001443,C00894,2025-11-08,Online,South,Completed
O001444,C01273,2025-05-19,Mobile App,South,Completed
O001445,C00238,2024-08-17,Mobile App,Northeast,Completed
O001446,C00398,2025-12-16,Retail Store,West,Completed
O001447,C00835,2025-12-18,Online,South,Completed
O001448,C00210,2023-09-12,Retail Store,Northeast,Completed
O001449,C01157,2023-04-08,Online,Midwest,Completed
O001450,C01464,2024-01-08,Marketplace,Northeast,Completed
O001451,C01225,2023-12-06,Marketplace,West,Completed
O001452,C01132,2025-02-08,Marketplace,Midwest,Completed
O001453,C01305,2025-01-19,Mobile App,West,Completed
O001454,C01025,2024-08-25,Retail Store,Northeast,Completed
O001455,C00390,2024-02-03,Online,South,Completed
O001456,C00290,2024-04-01,Marketplace,Midwest,Completed
O001457,C01275,2023-04-23,Online,West,Completed
O001458,C00937,2025-03-26,Marketplace,Northeast,Completed
O001459,C00443,2025-06-24,Retail Store,South,Cancelled
O001460,C00668,2024-04-12,Retail Store,South,Completed
O001461,C01347,2025-12-01,Online,South,Cancelled
O001462,C00835,2023-01-07,Online,Midwest,Returned
O001463,C00062,2025-06-08,Mobile App,Midwest,Completed
O001464,C01354,2023-10-28,Retail Store,West,Completed
O001465,C00834,2025-02-13,Online,Midwest,Completed
O001466,C00202,2025-09-13,Mobile App,West,Completed
O001467,C00247,2024-10-04,Retail Store,Midwest,Completed
O001468,C00493,2025-03-27,Retail Store,South,Completed
O001469,C00337,2023-03-25,Marketplace,Northeast,Completed
O001470,C01230,2025-11-18,Marketplace,West,Completed
O001471,C00793,2023-04-23,Mobile App,Northeast,Completed
O001472,C00099,2024-11-16,Online,Northeast,Completed
O001473,C00601,2024-07-25,Online,Northeast,Completed
O001474,C00363,2025-07-17,Mobile App,West,Returned
O001475,C00104,2025-04-22,Retail Store,South,Completed
O001476,C00903,2023-02-04,Marketplace,West,Completed
O001477,C00287,2023-04-30,Marketplace,West,Completed
O001478,C00706,2023-09-24,Online,South,Completed
O001479,C00788,2025-10-04,Online,West,Completed
O001480,C00047,2023-05-17,Marketplace,Midwest,Completed
O001481,C00400,2024-06-22,Mobile App,Northeast,Completed
O001482,C00733,2023-09-29,Mobile App,Midwest,Returned
O001483,C00957,2025-04-01,Online,Northeast,Completed
O001484,C00161,2023-12-03,Mobile App,Northeast,Completed
O001485,C01052,2025-05-14,Retail Store,South,Completed
O001486,C00249,2024-12-07,Mobile App,West,Completed
O001487,C00542,2024-08-30,Online,Midwest,Completed
O001488,C00289,2024-10-23,Marketplace,Northeast,Completed
O001489,C00565,2023-07-13,Retail Store,West,Completed
O001490,C00209,2024-02-24,Marketplace,Midwest,Completed
O001491,C01024,2023-10-18,Mobile App,West,Completed
O001492,C01007,2023-11-27,Mobile App,Northeast,Completed
O001493,C00352,2025-11-29,Retail Store,West,Completed
O001494,C00873,2025-06-15,Mobile App,South,Completed
O001495,C01114,2023-08-24,Retail Store,South,Completed
O001496,C01010,2025-07-09,Marketplace,Northeast,Returned
O001497,C00980,2023-09-01,Online,West,Returned
O001498,C01062,2024-04-28,Mobile App,West,Completed
O001499,C01108,2023-01-05,Mobile App,West,Completed
O001500,C01381,2024-12-16,Mobile App,Midwest,Completed
O001501,C00687,2025-01-19,Marketplace,Northeast,Completed
O001502,C00150,2025-04-09,Mobile App,South,Completed
O001503,C01217,2025-03-25,Online,West,Completed
O001504,C00881,2024-07-03,Retail Store,South,Completed
O001505,C00078,2023-11-21,Retail Store,South,Returned
O001506,C01473,2024-04-15,Retail Store,West,Completed
O001507,C01241,2023-09-24,Retail Store,Midwest,Completed
O001508,C00581,2023-05-16,Retail Store,Northeast,Completed
O001509,C01424,2025-07-26,Marketplace,Northeast,Completed
O001510,C00800,2025-04-02,Marketplace,West,Completed
O001511,C01261,2024-01-18,Marketplace,Northeast,Completed
O001512,C01014,2023-05-11,Marketplace,West,Completed
O001513,C01472,2025-06-12,Mobile App,West,Completed
O001514,C01012,2025-11-23,Online,South,Completed
O001515,C00817,2025-12-09,Mobile App,Northeast,Completed
O001516,C01425,2025-01-25,Retail Store,Northeast,Completed
O001517,C00781,2025-01-08,Retail Store,West,Completed
O001518,C00344,2023-03-04,Retail Store,Northeast,Completed
O001519,C00550,2024-12-02,Retail Store,Midwest,Completed
O001520,C00402,2025-08-01,Mobile App,West,Completed
O001521,C01308,2024-08-25,Mobile App,South,Completed
O001522,C00802,2025-12-26,Mobile App,Midwest,Completed
O001523,C00830,2023-07-31,Mobile App,Midwest,Completed
O001524,C01092,2024-11-02,Retail Store,South,Returned
O001525,C00797,2023-12-31,Mobile App,Midwest,Completed
O001526,C00704,2024-03-29,Retail Store,South,Completed
O001527,C01147,2025-10-30,Marketplace,Northeast,Completed
O001528,C00792,2025-09-29,Retail Store,Midwest,Completed
O001529,C00460,2024-08-11,Online,Midwest,Completed
O001530,C00232,2023-09-03,Marketplace,Northeast,Completed
O001531,C01192,2024-02-12,Mobile App,Midwest,Completed
O001532,C00808,2025-01-15,Retail Store,South,Completed
O001533,C00415,2024-10-31,Online,Midwest,Completed
O001534,C00975,2024-03-15,Online,West,Completed
O001535,C00033,2024-10-11,Retail Store,Northeast,Completed
O001536,C00179,2023-08-12,Online,Midwest,Completed
O001537,C01426,2025-02-23,Marketplace,Northeast,Completed
O001538,C00014,2023-09-27,Retail Store,West,Completed
O001539,C00824,2025-11-19,Mobile App,Midwest,Returned
O001540,C00120,2025-05-26,Retail Store,West,Completed
O001541,C01104,2025-04-30,Marketplace,West,Completed
O001542,C01447,2023-10-11,Retail Store,West,Cancelled
O001543,C01205,2024-07-26,Marketplace,Midwest,Completed
O001544,C00365,2024-10-11,Mobile App,Midwest,Completed
O001545,C01420,2023-09-01,Marketplace,Northeast,Completed
O001546,C00088,2023-01-13,Mobile App,Northeast,Completed
O001547,C00149,2024-04-15,Mobile App,South,Completed
O001548,C00650,2023-08-26,Online,Midwest,Completed
O001549,C01069,2025-09-11,Mobile App,Northeast,Completed
O001550,C00582,2024-01-09,Retail Store,Northeast,Completed
O001551,C01202,2025-02-23,Marketplace,West,Returned
O001552,C00920,2024-03-30,Marketplace,West,Completed
O001553,C00014,2025-04-26,Mobile App,South,Completed
O001554,C00590,2023-12-10,Mobile App,Midwest,Completed
O001555,C01450,2024-03-23,Online,South,Completed
O001556,C00410,2023-05-09,Mobile App,South,Completed
O001557,C00121,2024-09-16,Marketplace,Northeast,Completed
O001558,C00851,2025-11-30,Retail Store,South,Completed
O001559,C00050,2025-08-06,Mobile App,Midwest,Completed
O001560,C00363,2023-06-28,Mobile App,West,Completed
O001561,C00744,2024-10-19,Retail Store,Midwest,Completed
O001562,C00292,2023-03-08,Online,Midwest,Completed
O001563,C01347,2025-07-17,Mobile App,West,Completed
O001564,C00248,2024-01-08,Marketplace,West,Completed
O001565,C00908,2024-03-16,Mobile App,South,Completed
O001566,C00668,2024-01-17,Mobile App,Northeast,Completed
O001567,C00351,2024-03-14,Online,West,Completed
O001568,C00484,2023-06-04,Mobile App,Midwest,Completed
O001569,C01183,2025-01-14,Mobile App,South,Returned
O001570,C00251,2024-06-30,Marketplace,West,Completed
O001571,C00331,2025-10-06,Marketplace,South,Returned
O001572,C00520,2024-11-12,Marketplace,Midwest,Completed
O001573,C01237,2024-01-05,Marketplace,West,Completed
O001574,C00114,2023-05-24,Retail Store,South,Returned
O001575,C01473,2025-08-17,Online,West,Completed
O001576,C01187,2024-10-31,Mobile App,South,Completed
O001577,C00747,2023-07-21,Marketplace,South,Completed
O001578,C00355,2023-04-22,Online,South,Completed
O001579,C01063,2025-09-28,Marketplace,West,Completed
O001580,C00379,2025-02-01,Mobile App,Midwest,Completed
O001581,C00414,2023-05-05,Online,Northeast,Completed
O001582,C01173,2025-03-05,Retail Store,Northeast,Completed
O001583,C01491,2023-11-30,Online,South,Completed
O001584,C01360,2023-12-09,Online,Midwest,Completed
O001585,C00117,2025-11-13,Mobile App,South,Completed
O001586,C00431,2025-08-20,Marketplace,Northeast,Completed
O001587,C01499,2023-04-10,Mobile App,South,Completed
O001588,C00956,2025-07-31,Mobile App,West,Completed
O001589,C00231,2023-07-02,Marketplace,Northeast,Completed
O001590,C00248,2024-01-06,Online,Northeast,Completed
O001591,C00510,2025-12-19,Mobile App,West,Completed
O001592,C00602,2024-03-14,Mobile App,Northeast,Completed
O001593,C00933,2023-01-28,Retail Store,South,Completed
O001594,C00206,2024-07-31,Online,South,Completed
O001595,C00691,2025-03-19,Online,South,Completed
O001596,C01222,2023-10-03,Retail Store,South,Completed
O001597,C00717,2024-02-01,Marketplace,Midwest,Completed
O001598,C01466,2023-01-03,Retail Store,South,Completed
O001599,C00200,2025-10-13,Mobile App,Northeast,Completed
O001600,C00869,2024-07-18,Retail Store,South,Completed
O001601,C00267,2025-03-04,Mobile App,Midwest,Completed
O001602,C00053,2023-06-03,Mobile App,South,Returned
O001603,C00742,2025-05-15,Mobile App,Northeast,Completed
O001604,C00341,2024-07-23,Online,Northeast,Completed
O001605,C00873,2023-06-24,Online,West,Completed
O001606,C00702,2024-07-30,Retail Store,Northeast,Completed
O001607,C01437,2023-01-16,Retail Store,South,Completed
O001608,C01017,2025-01-13,Marketplace,West,Completed
O001609,C00760,2024-09-23,Marketplace,Northeast,Completed
O001610,C00584,2024-12-13,Marketplace,Midwest,Returned
O001611,C00218,2024-05-29,Mobile App,West,Completed
O001612,C00227,2025-06-08,Online,Northeast,Completed
O001613,C00080,2025-11-19,Mobile App,Northeast,Completed
O001614,C00817,2023-07-25,Retail Store,West,Completed
O001615,C01058,2023-11-28,Online,West,Completed
O001616,C00220,2025-01-20,Mobile App,West,Completed
O001617,C01443,2023-08-10,Online,Midwest,Completed
O001618,C00928,2023-03-28,Online,West,Completed
O001619,C00164,2024-04-14,Online,Midwest,Completed
O001620,C01008,2025-12-22,Retail Store,Midwest,Completed
O001621,C00051,2023-08-22,Online,South,Completed
O001622,C00916,2025-12-24,Marketplace,Midwest,Completed
O001623,C00419,2025-10-13,Online,Northeast,Completed
O001624,C00321,2024-02-15,Marketplace,West,Completed
O001625,C00305,2025-03-17,Online,West,Completed
O001626,C01433,2024-05-07,Marketplace,South,Cancelled
O001627,C00872,2025-04-05,Online,West,Completed
O001628,C00239,2023-02-21,Online,Northeast,Completed
O001629,C00517,2025-08-15,Online,Northeast,Completed
O001630,C01176,2023-05-20,Online,Midwest,Completed
O001631,C00353,2023-05-15,Online,Midwest,Completed
O001632,C01325,2023-03-19,Marketplace,Midwest,Completed
O001633,C01309,2025-12-19,Mobile App,West,Completed
O001634,C00850,2025-06-18,Marketplace,Northeast,Completed
O001635,C00783,2023-07-29,Online,West,Completed
O001636,C00983,2023-04-11,Retail Store,West,Completed
O001637,C00375,2024-10-22,Mobile App,West,Returned
O001638,C01251,2024-08-15,Marketplace,Northeast,Completed
O001639,C00883,2024-06-24,Mobile App,South,Completed
O001640,C00217,2025-08-01,Online,South,Completed
O001641,C00195,2023-02-26,Online,Midwest,Completed
O001642,C00301,2025-11-16,Online,West,Returned
O001643,C01355,2025-10-28,Online,Midwest,Completed
O001644,C00623,2025-03-28,Mobile App,Midwest,Completed
O001645,C01170,2024-12-30,Marketplace,South,Completed
O001646,C00127,2023-01-24,Online,South,Completed
O001647,C00970,2025-08-29,Online,Midwest,Completed
O001648,C01154,2024-01-22,Online,West,Completed
O001649,C01047,2023-06-22,Marketplace,South,Completed
O001650,C01147,2023-12-05,Mobile App,West,Completed
O001651,C00548,2025-09-04,Online,Northeast,Completed
O001652,C00182,2023-08-30,Marketplace,Midwest,Completed
O001653,C00363,2025-10-09,Marketplace,South,Completed
O001654,C01481,2024-04-04,Marketplace,Midwest,Completed
O001655,C00373,2025-07-31,Retail Store,West,Completed
O001656,C01249,2025-05-13,Marketplace,Midwest,Completed
O001657,C00053,2024-06-26,Retail Store,West,Completed
O001658,C00024,2023-05-13,Mobile App,West,Completed
O001659,C00729,2023-10-19,Mobile App,South,Completed
O001660,C01030,2023-09-14,Mobile App,Northeast,Completed
O001661,C01258,2025-10-24,Online,South,Completed
O001662,C00983,2024-06-13,Mobile App,West,Completed
O001663,C00871,2025-06-30,Online,Northeast,Completed
O001664,C00440,2024-09-06,Online,Northeast,Completed
O001665,C01355,2024-05-23,Mobile App,Midwest,Completed
O001666,C00477,2025-04-14,Mobile App,Northeast,Completed
O001667,C00383,2023-01-01,Mobile App,Midwest,Completed
O001668,C00821,2025-11-12,Retail Store,Northeast,Completed
O001669,C00571,2023-12-06,Retail Store,Midwest,Completed
O001670,C00652,2023-07-19,Online,West,Completed
O001671,C01162,2024-07-14,Marketplace,Northeast,Completed
O001672,C01057,2025-09-18,Mobile App,Northeast,Completed
O001673,C00821,2023-03-27,Marketplace,Northeast,Completed
O001674,C00907,2024-07-10,Retail Store,Northeast,Completed
O001675,C00669,2023-08-03,Mobile App,South,Completed
O001676,C01263,2024-06-26,Mobile App,West,Completed
O001677,C01038,2025-06-20,Marketplace,Midwest,Completed
O001678,C00697,2023-07-04,Retail Store,Midwest,Completed
O001679,C00255,2023-04-11,Mobile App,Northeast,Completed
O001680,C00740,2023-04-30,Mobile App,West,Completed
O001681,C00233,2023-04-02,Online,Midwest,Completed
O001682,C01221,2023-05-07,Marketplace,South,Completed
O001683,C00205,2025-04-21,Retail Store,South,Completed
O001684,C00016,2025-02-15,Online,West,Completed
O001685,C00612,2024-09-08,Retail Store,South,Completed
O001686,C01398,2025-02-09,Retail Store,West,Completed
O001687,C01019,2025-06-09,Marketplace,West,Completed
O001688,C00645,2023-01-30,Marketplace,Midwest,Completed
O001689,C01101,2025-06-26,Online,Midwest,Completed
O001690,C00453,2024-09-23,Mobile App,Midwest,Completed
O001691,C00268,2023-03-01,Mobile App,West,Completed
O001692,C00268,2025-04-08,Mobile App,West,Completed
O001693,C00223,2024-08-15,Marketplace,Northeast,Completed
O001694,C00110,2024-12-11,Online,South,Completed
O001695,C00243,2023-11-25,Mobile App,South,Completed
O001696,C00980,2025-07-14,Marketplace,West,Completed
O001697,C00800,2024-10-09,Online,Northeast,Completed
O001698,C00763,2023-07-24,Retail Store,Northeast,Completed
O001699,C00013,2025-03-06,Online,Northeast,Completed
O001700,C01457,2025-03-22,Marketplace,West,Completed
O001701,C01184,2023-06-12,Retail Store,South,Completed
O001702,C00914,2023-01-28,Mobile App,Midwest,Completed
O001703,C01308,2024-06-22,Marketplace,South,Completed
O001704,C00418,2023-12-04,Retail Store,Northeast,Completed
O001705,C00467,2025-09-07,Marketplace,Midwest,Completed
O001706,C00945,2025-03-01,Retail Store,Northeast,Completed
O001707,C01053,2025-01-24,Mobile App,Midwest,Completed
O001708,C00519,2024-04-21,Retail Store,Midwest,Cancelled
O001709,C00065,2024-07-03,Marketplace,Northeast,Completed
O001710,C00694,2024-08-07,Mobile App,West,Completed
O001711,C00287,2023-06-07,Mobile App,Northeast,Completed
O001712,C01101,2025-07-05,Marketplace,Midwest,Completed
O001713,C00898,2023-06-23,Marketplace,West,Completed
O001714,C01003,2024-08-24,Mobile App,South,Completed
O001715,C00973,2023-12-14,Retail Store,Northeast,Completed
O001716,C01243,2023-05-05,Marketplace,Northeast,Completed
O001717,C01464,2024-06-06,Mobile App,Midwest,Cancelled
O001718,C01473,2024-04-15,Mobile App,Midwest,Completed
O001719,C00626,2024-11-08,Online,South,Completed
O001720,C01465,2023-08-01,Marketplace,Northeast,Completed
O001721,C00871,2025-11-19,Retail Store,Northeast,Completed
O001722,C00536,2024-06-04,Retail Store,Midwest,Completed
O001723,C01410,2024-03-06,Online,Midwest,Completed
O001724,C00032,2025-07-11,Retail Store,Northeast,Completed
O001725,C01029,2023-10-29,Retail Store,West,Completed
O001726,C01415,2025-05-21,Online,South,Cancelled
O001727,C00982,2025-09-12,Online,South,Completed
O001728,C00772,2023-10-09,Mobile App,Midwest,Completed
O001729,C00359,2025-02-19,Retail Store,Midwest,Completed
O001730,C00334,2024-04-08,Mobile App,West,Completed
O001731,C01324,2023-11-06,Marketplace,Northeast,Returned
O001732,C01059,2024-03-06,Online,South,Completed
O001733,C00299,2024-03-10,Online,South,Completed
O001734,C00005,2024-04-16,Online,South,Completed
O001735,C00235,2025-06-07,Online,West,Completed
O001736,C00250,2025-09-11,Online,West,Completed
O001737,C00786,2024-01-23,Online,Midwest,Returned
O001738,C00654,2024-04-26,Mobile App,Midwest,Completed
O001739,C00989,2025-11-11,Retail Store,Northeast,Completed
O001740,C00645,2023-10-11,Retail Store,South,Cancelled
O001741,C00072,2024-10-09,Online,Northeast,Completed
O001742,C00828,2023-02-04,Mobile App,West,Returned
O001743,C00153,2025-02-15,Retail Store,West,Completed
O001744,C00865,2025-06-05,Retail Store,West,Returned
O001745,C00613,2025-03-15,Online,Midwest,Completed
O001746,C00004,2024-04-05,Marketplace,Midwest,Completed
O001747,C00086,2024-07-04,Online,West,Completed
O001748,C00860,2024-02-03,Mobile App,West,Completed
O001749,C00327,2025-12-30,Marketplace,West,Completed
O001750,C01106,2025-12-17,Marketplace,South,Completed
O001751,C01084,2023-08-31,Marketplace,West,Completed
O001752,C01212,2023-03-04,Marketplace,Midwest,Completed
O001753,C00773,2023-06-08,Online,West,Completed
O001754,C00272,2023-02-15,Marketplace,Northeast,Completed
O001755,C01293,2025-01-04,Mobile App,West,Completed
O001756,C01171,2023-06-11,Retail Store,Northeast,Returned
O001757,C00688,2025-08-02,Retail Store,Midwest,Completed
O001758,C00596,2025-09-23,Online,West,Completed
O001759,C01234,2024-08-30,Mobile App,West,Completed
O001760,C00189,2023-10-24,Marketplace,Midwest,Completed
O001761,C00289,2023-12-29,Marketplace,South,Completed
O001762,C01449,2025-07-09,Retail Store,Northeast,Completed
O001763,C01134,2023-09-28,Retail Store,Northeast,Completed
O001764,C00892,2023-04-03,Mobile App,Midwest,Completed
O001765,C00001,2025-01-21,Online,West,Completed
O001766,C01443,2025-03-28,Retail Store,South,Returned
O001767,C00433,2025-07-29,Mobile App,South,Completed
O001768,C01147,2023-12-30,Retail Store,South,Completed
O001769,C00120,2024-07-27,Online,Northeast,Completed
O001770,C00330,2025-11-24,Retail Store,South,Completed
O001771,C00149,2023-10-07,Marketplace,West,Completed
O001772,C00987,2025-02-03,Online,Northeast,Returned
O001773,C00238,2023-05-01,Retail Store,Northeast,Completed
O001774,C01346,2025-08-07,Online,Northeast,Completed
O001775,C00466,2023-03-31,Marketplace,Midwest,Completed
O001776,C00947,2023-03-31,Online,Northeast,Completed
O001777,C00991,2023-01-31,Retail Store,Northeast,Completed
O001778,C01151,2023-06-27,Retail Store,Midwest,Completed
O001779,C00847,2023-10-16,Mobile App,West,Completed
O001780,C00572,2023-09-27,Marketplace,Midwest,Completed
O001781,C00972,2023-06-30,Mobile App,South,Completed
O001782,C01486,2023-06-19,Online,South,Completed
O001783,C00455,2024-12-21,Mobile App,West,Completed
O001784,C00525,2025-01-07,Mobile App,West,Returned
O001785,C00831,2025-05-11,Retail Store,Northeast,Completed
O001786,C00397,2025-05-29,Mobile App,West,Cancelled
O001787,C01121,2024-09-05,Retail Store,South,Completed
O001788,C01292,2024-04-11,Retail Store,West,Completed
O001789,C00685,2023-04-08,Online,Midwest,Completed
O001790,C00806,2024-07-20,Retail Store,Northeast,Completed
O001791,C00814,2023-06-13,Mobile App,Midwest,Completed
O001792,C01108,2023-01-20,Retail Store,Northeast,Completed
O001793,C01289,2023-03-29,Retail Store,West,Completed
O001794,C00205,2023-07-28,Online,South,Completed
O001795,C00195,2025-11-05,Online,West,Completed
O001796,C00111,2025-06-30,Mobile App,West,Completed
O001797,C00646,2025-01-29,Retail Store,South,Completed
O001798,C00170,2023-12-29,Mobile App,Northeast,Returned
O001799,C00022,2025-01-01,Mobile App,Northeast,Completed
O001800,C00655,2023-04-14,Online,Northeast,Completed
O001801,C01341,2024-01-10,Retail Store,Midwest,Completed
O001802,C00898,2024-11-26,Retail Store,Northeast,Completed
O001803,C00265,2025-06-26,Marketplace,South,Completed
O001804,C01319,2024-12-25,Online,Midwest,Completed
O001805,C00020,2023-05-15,Marketplace,Northeast,Completed
O001806,C01478,2024-03-18,Online,Midwest,Completed
O001807,C00569,2023-08-31,Retail Store,Northeast,Completed
O001808,C00094,2024-03-15,Retail Store,West,Completed
O001809,C01340,2023-07-12,Retail Store,South,Completed
O001810,C00709,2023-12-23,Mobile App,Midwest,Completed
O001811,C00094,2024-11-28,Retail Store,South,Completed
O001812,C01167,2025-04-14,Online,West,Completed
O001813,C00151,2025-05-27,Marketplace,Northeast,Completed
O001814,C00981,2023-04-01,Retail Store,South,Completed
O001815,C01168,2024-03-22,Retail Store,South,Completed
O001816,C00043,2025-02-06,Online,South,Completed
O001817,C00672,2023-11-18,Online,Midwest,Completed
O001818,C01011,2023-01-23,Mobile App,Northeast,Completed
O001819,C00377,2023-09-24,Retail Store,West,Completed
O001820,C01286,2024-01-12,Mobile App,Northeast,Completed
O001821,C00454,2023-11-03,Retail Store,South,Completed
O001822,C01171,2023-02-01,Online,Northeast,Completed
O001823,C00501,2023-04-06,Online,Midwest,Returned
O001824,C00498,2025-04-27,Online,Midwest,Returned
O001825,C00805,2023-07-01,Marketplace,West,Completed
O001826,C01390,2023-01-14,Retail Store,Midwest,Returned
O001827,C01153,2025-07-23,Marketplace,Midwest,Completed
O001828,C00351,2024-01-17,Marketplace,Northeast,Completed
O001829,C00859,2024-04-17,Mobile App,South,Completed
O001830,C00758,2023-10-17,Retail Store,West,Completed
O001831,C00051,2025-08-04,Mobile App,West,Completed
O001832,C00463,2024-12-06,Online,South,Completed
O001833,C01326,2023-12-11,Mobile App,Northeast,Completed
O001834,C01406,2025-09-28,Retail Store,Northeast,Completed
O001835,C00434,2023-08-18,Retail Store,West,Completed
O001836,C01414,2024-10-02,Marketplace,West,Completed
O001837,C01452,2025-02-20,Online,Northeast,Completed
O001838,C01096,2024-04-29,Mobile App,West,Completed
O001839,C00354,2023-11-13,Retail Store,West,Completed
O001840,C01053,2023-04-20,Mobile App,Northeast,Completed
O001841,C00111,2023-11-29,Mobile App,Northeast,Completed
O001842,C00278,2023-09-19,Mobile App,South,Completed
O001843,C01342,2025-09-24,Mobile App,Midwest,Returned
O001844,C00136,2025-12-10,Marketplace,Northeast,Returned
O001845,C01379,2024-02-06,Mobile App,Northeast,Completed
O001846,C01299,2023-09-19,Mobile App,Northeast,Completed
O001847,C00269,2023-11-02,Mobile App,South,Completed
O001848,C00500,2023-09-18,Retail Store,Northeast,Completed
O001849,C00856,2023-09-25,Retail Store,Northeast,Completed
O001850,C00006,2025-03-21,Online,South,Completed
O001851,C00936,2024-04-17,Marketplace,West,Returned
O001852,C00271,2023-07-16,Online,South,Completed
O001853,C01399,2023-07-03,Online,West,Completed
O001854,C01193,2023-03-25,Mobile App,South,Completed
O001855,C01109,2024-06-23,Retail Store,South,Completed
O001856,C00416,2023-11-05,Online,Northeast,Completed
O001857,C00832,2023-04-25,Retail Store,Midwest,Completed
O001858,C00084,2025-03-16,Marketplace,West,Completed
O001859,C01169,2023-11-10,Marketplace,Northeast,Completed
O001860,C00616,2024-08-10,Online,Midwest,Completed
O001861,C01239,2024-02-07,Mobile App,Midwest,Completed
O001862,C00620,2024-12-05,Marketplace,Northeast,Completed
O001863,C00276,2023-12-12,Marketplace,West,Completed
O001864,C00524,2024-08-28,Mobile App,South,Completed
O001865,C00546,2024-12-04,Mobile App,Midwest,Completed
O001866,C01094,2025-11-17,Marketplace,Northeast,Completed
O001867,C00303,2023-07-20,Mobile App,West,Returned
O001868,C00540,2023-06-23,Mobile App,West,Completed
O001869,C01475,2024-05-05,Retail Store,South,Cancelled
O001870,C01366,2024-01-18,Online,Midwest,Completed
O001871,C00415,2024-05-17,Online,Midwest,Completed
O001872,C01370,2023-06-11,Marketplace,Midwest,Completed
O001873,C00957,2024-06-30,Marketplace,Midwest,Completed
O001874,C00678,2024-07-04,Marketplace,West,Completed
O001875,C00409,2024-07-03,Retail Store,Midwest,Completed
O001876,C00805,2025-08-25,Marketplace,Midwest,Completed
O001877,C00131,2025-10-26,Marketplace,West,Completed
O001878,C00703,2023-06-11,Retail Store,South,Completed
O001879,C01267,2023-01-17,Retail Store,Midwest,Completed
O001880,C01221,2024-01-15,Mobile App,West,Returned
O001881,C00619,2025-02-19,Marketplace,West,Completed
O001882,C00929,2024-05-05,Retail Store,Northeast,Completed
O001883,C00372,2023-09-01,Marketplace,Midwest,Completed
O001884,C01333,2023-04-18,Mobile App,Midwest,Completed
O001885,C00617,2025-04-30,Retail Store,Northeast,Completed
