order_id,order_item_id,customer_id,order_date,order_month,order_year,sales_channel,region,order_status,product_id,product_name,category,quantity,unit_price,unit_cost,discount_percent,gross_revenue,discount_amount,net_revenue,cost,profit,profit_margin,average_order_value,payment_method,payment_status,is_returned,loyalty_tier,customer_segment,customer_total_revenue
O002308,OI0005729,C00618,2024-08-30,2024-08,2024,Retail Store,Northeast,Completed,P0034,Lightblue Desk Lamp,Home,1,265.11,120.64,5,265.11,13.255500000000001,251.8545,120.64,131.2145,0.5209932719089791,1088.4475,Gift Card,Paid,False,Bronze,VIP,2428.266
O002308,OI0005730,C00618,2024-08-30,2024-08,2024,Retail Store,Northeast,Completed,P0001,Lightslategray Smart Watch,Electronics,1,58.62,26.48,10,58.62,5.862,52.757999999999996,26.48,26.277999999999995,0.49808559839266076,1088.4475,Gift Card,Paid,False,Bronze,VIP,2428.266
O002308,OI0005731,C00618,2024-08-30,2024-08,2024,Retail Store,Northeast,Completed,P0048,Darkviolet Running Socks,Apparel,2,316.06,150.66,0,632.12,0.0,632.12,301.32,330.8,0.5233183572739354,1088.4475,Gift Card,Paid,False,Bronze,VIP,2428.266
O002309,OI0005732,C00332,2025-02-24,2025-02,2025,Mobile App,Northeast,Completed,P0033,Darkviolet Throw Blanket,Home,4,211.78,114.87,0,847.12,0.0,847.12,459.48,387.64,0.45759750684672773,948.0025,Paypal,Paid,False,Gold,VIP,5543.242
O002309,OI0005733,C00332,2025-02-24,2025-02,2025,Mobile App,Northeast,Completed,P0075,White Body Lotion,Beauty,1,134.51,78.21,25,134.51,33.6275,100.8825,78.21,22.6725,0.22474165489554682,948.0025,Paypal,Paid,False,Gold,VIP,5543.242
O002310,OI0005734,C00303,2025-03-18,2025-03,2025,Marketplace,West,Completed,P0101,Springgreen Standing Desk Mat,Office,1,338.95,156.07,0,338.95,0.0,338.95,156.07,182.88,0.5395486059890839,402.0965,Gift Card,Paid,False,Gold,VIP,3274.3755
O002310,OI0005735,C00303,2025-03-18,2025-03,2025,Marketplace,West,Completed,P0039,Chartreuse Cookware Set,Home,1,66.47,46.73,5,66.47,3.3235,63.146499999999996,46.73,16.4165,0.25997482045719084,402.0965,Gift Card,Paid,False,Gold,VIP,3274.3755
O002311,OI0005736,C00919,2024-09-06,2024-09,2024,Marketplace,Northeast,Completed,P0076,Green Hair Dryer,Beauty,2,81.73,46.21,15,163.46,24.519000000000002,138.941,92.42,46.521,0.3348255734448435,138.941,Credit Card,Pending,False,Bronze,VIP,4782.0325
O002312,OI0005737,C01400,2025-07-01,2025-07,2025,Mobile App,West,Returned,P0049,Darkviolet Graphic Tee,Apparel,1,59.24,43.15,0,59.24,0.0,59.24,43.15,16.090000000000003,0.27160702228224176,59.24,Buy Now Pay Later,Refunded,True,Silver,VIP,2312.8450000000003
O002313,OI0005738,C00427,2024-02-27,2024-02,2024,Marketplace,Midwest,Completed,P0120,Lavenderblush Desk Organizer,Office,2,123.81,98.52,15,247.62,37.143,210.477,197.04,13.437000000000012,0.06384070468507254,210.477,Buy Now Pay Later,Paid,False,Gold,VIP,4078.1415
O002314,OI0005739,C00447,2025-01-03,2025-01,2025,Marketplace,South,Completed,P0003,Bisque Tablet Case,Electronics,4,171.57,88.27,25,686.28,171.57,514.71,353.08,161.63000000000005,0.31402148782809747,1753.3300000000002,Credit Card,Paid,False,Platinum,VIP,2896.71
O002314,OI0005740,C00447,2025-01-03,2025-01,2025,Marketplace,South,Completed,P0108,Forestgreen Notebook Pack,Office,4,299.87,137.39,0,1199.48,0.0,1199.48,549.56,649.9200000000001,0.5418347950778671,1753.3300000000002,Credit Card,Paid,False,Platinum,VIP,2896.71
O002314,OI0005741,C00447,2025-01-03,2025-01,2025,Marketplace,South,Completed,P0109,Mediumorchid Desk Organizer,Office,1,39.14,21.27,0,39.14,0.0,39.14,21.27,17.87,0.45656617271333677,1753.3300000000002,Credit Card,Paid,False,Platinum,VIP,2896.71
O002315,OI0005742,C01376,2023-04-17,2023-04,2023,Online,West,Completed,P0063,Burlywood Body Lotion,Beauty,2,8.2,5.54,0,16.4,0.0,16.4,11.08,5.3199999999999985,0.324390243902439,16.4,Paypal,Pending,False,Bronze,VIP,5358.9839999999995
O002316,OI0005743,C01212,2025-12-07,2025-12,2025,Mobile App,West,Completed,P0007,Blue Smart Watch,Electronics,1,180.16,110.8,0,180.16,0.0,180.16,110.8,69.36,0.3849911190053286,409.83849999999995,Buy Now Pay Later,Paid,False,Gold,VIP,3464.302
O002316,OI0005744,C01212,2025-12-07,2025-12,2025,Mobile App,West,Completed,P0065,Cornsilk Sunscreen,Beauty,1,270.21,125.01,15,270.21,40.531499999999994,229.67849999999999,125.01,104.66849999999998,0.4557174485204318,409.83849999999995,Buy Now Pay Later,Paid,False,Gold,VIP,3464.302
O002317,OI0005745,C00532,2025-01-28,2025-01,2025,Online,South,Completed,P0117,Darkblue Desk Organizer,Office,1,252.27,158.43,15,252.27,37.8405,214.42950000000002,158.43,55.99950000000001,0.2611557644820326,214.42950000000002,Gift Card,Paid,False,Bronze,VIP,4049.471
O002318,OI0005747,C00972,2025-12-10,2025-12,2025,Mobile App,South,Completed,P0061,Steelblue Makeup Brush Set,Beauty,1,241.21,110.37,10,241.21,24.121000000000002,217.089,110.37,106.719,0.49159100645357434,217.089,Gift Card,Paid,False,Bronze,VIP,4232.974
O002319,OI0005748,C00879,2024-11-01,2024-11,2024,Retail Store,West,Completed,P0105,Orangered Notebook Pack,Office,2,124.3,57.25,5,248.6,12.43,236.17,114.5,121.66999999999999,0.5151797434051743,597.18,Paypal,Paid,False,Bronze,VIP,3769.366
O002319,OI0005749,C00879,2024-11-01,2024-11,2024,Retail Store,West,Completed,P0112,Azure Standing Desk Mat,Office,1,361.01,177.23,0,361.01,0.0,361.01,177.23,183.78,0.509071770865073,597.18,Paypal,Paid,False,Bronze,VIP,3769.366
O002320,OI0005750,C00923,2024-10-20,2024-10,2024,Online,West,Completed,P0075,White Body Lotion,Beauty,2,134.51,78.21,0,269.02,0.0,269.02,156.42,112.6,0.4185562411716601,685.084,Gift Card,Paid,False,Silver,VIP,2059.2755
O002320,OI0005751,C00923,2024-10-20,2024-10,2024,Online,West,Completed,P0007,Blue Smart Watch,Electronics,1,180.16,110.8,0,180.16,0.0,180.16,110.8,69.36,0.3849911190053286,685.084,Gift Card,Paid,False,Silver,VIP,2059.2755
O002320,OI0005753,C00923,2024-10-20,2024-10,2024,Online,West,Completed,P0074,Cornflowerblue Makeup Brush Set,Beauty,4,62.08,27.78,5,248.32,12.416,235.904,111.12,124.78399999999999,0.5289609332609875,685.084,Gift Card,Paid,False,Silver,VIP,2059.2755
O002321,OI0005754,C01456,2025-08-06,2025-08,2025,Retail Store,West,Completed,P0029,Royalblue Air Purifier,Home,4,35.33,21.58,10,141.32,14.132,127.18799999999999,86.32,40.867999999999995,0.3213196213479259,127.18799999999999,Credit Card,Paid,False,Bronze,VIP,6837.576
O002322,OI0005755,C00495,2023-06-07,2023-06,2023,Retail Store,Northeast,Completed,P0116,Mediumslateblue Desk Organizer,Office,3,53.16,36.42,0,159.48,0.0,159.48,109.26,50.219999999999985,0.31489841986455974,697.7170000000001,Debit Card,Paid,False,Bronze,VIP,2836.4595
O002322,OI0005756,C00495,2023-06-07,2023-06,2023,Retail Store,Northeast,Completed,P0039,Chartreuse Cookware Set,Home,1,66.47,46.73,10,66.47,6.647,59.823,46.73,13.093000000000004,0.21886231048259036,697.7170000000001,Debit Card,Paid,False,Bronze,VIP,2836.4595
O002322,OI0005757,C00495,2023-06-07,2023-06,2023,Retail Store,Northeast,Completed,P0107,Palegreen Desk Organizer,Office,4,140.71,82.95,15,562.84,84.426,478.41400000000004,331.8,146.61400000000003,0.3064584230394596,697.7170000000001,Debit Card,Paid,False,Bronze,VIP,2836.4595
O002323,OI0005758,C00267,2024-03-06,2024-03,2024,Marketplace,West,Completed,P0107,Palegreen Desk Organizer,Office,2,140.71,82.95,10,281.42,28.142000000000003,253.27800000000002,165.9,87.37800000000001,0.3449885106483785,845.196,Gift Card,Paid,False,Bronze,VIP,5263.695
O002323,OI0005759,C00267,2024-03-06,2024-03,2024,Marketplace,West,Completed,P0022,Antiquewhite Throw Blanket,Home,2,192.12,85.66,5,384.24,19.212000000000003,365.028,171.32,193.70800000000003,0.5306661406796191,845.196,Gift Card,Paid,False,Bronze,VIP,5263.695
O002323,OI0005760,C00267,2024-03-06,2024-03,2024,Marketplace,West,Completed,P0063,Burlywood Body Lotion,Beauty,2,8.2,5.54,5,16.4,0.82,15.579999999999998,11.08,4.499999999999998,0.28883183568677784,845.196,Gift Card,Paid,False,Bronze,VIP,5263.695
O002323,OI0005761,C00267,2024-03-06,2024-03,2024,Marketplace,West,Completed,P0105,Orangered Notebook Pack,Office,2,124.3,57.25,15,248.6,37.29,211.31,114.5,96.81,0.45814206615872416,845.196,Gift Card,Paid,False,Bronze,VIP,5263.695
O002324,OI0005762,C01318,2023-12-27,2023-12,2023,Mobile App,South,Completed,P0080,Firebrick Makeup Brush Set,Beauty,1,392.84,163.94,20,392.84,78.568,314.272,163.94,150.332,0.47834996436208127,841.692,Buy Now Pay Later,Paid,False,Bronze,VIP,2088.978
O002324,OI0005763,C01318,2023-12-27,2023-12,2023,Mobile App,South,Completed,P0110,Blueviolet Standing Desk Mat,Office,1,311.63,167.87,0,311.63,0.0,311.63,167.87,143.76,0.4613163045919841,841.692,Buy Now Pay Later,Paid,False,Bronze,VIP,2088.978
O002324,OI0005764,C01318,2023-12-27,2023-12,2023,Mobile App,South,Completed,P0104,Ivory Standing Desk Mat,Office,3,71.93,33.51,0,215.79000000000002,0.0,215.79000000000002,100.53,115.26000000000002,0.534130404559989,841.692,Buy Now Pay Later,Paid,False,Bronze,VIP,2088.978
O002325,OI0005765,C00760,2023-06-03,2023-06,2023,Marketplace,West,Completed,P0041,Salmon Trail Jacket,Apparel,1,46.27,32.89,25,46.27,11.5675,34.7025,32.89,1.8125,0.05222966645054391,34.7025,Credit Card,Paid,False,Silver,Loyal,1465.7825
O002326,OI0005767,C00867,2025-10-04,2025-10,2025,Mobile App,Northeast,Completed,P0076,Green Hair Dryer,Beauty,1,81.73,46.21,0,81.73,0.0,81.73,46.21,35.52,0.434601737428117,495.221,Buy Now Pay Later,Paid,False,Silver,VIP,3549.3135
O002326,OI0005768,C00867,2025-10-04,2025-10,2025,Mobile App,Northeast,Completed,P0059,Powderblue Graphic Tee,Apparel,1,310.18,133.96,0,310.18,0.0,310.18,133.96,176.22,0.5681217357663292,495.221,Buy Now Pay Later,Paid,False,Silver,VIP,3549.3135
O002326,OI0005769,C00867,2025-10-04,2025-10,2025,Mobile App,Northeast,Completed,P0004,Dimgray Usb Hub,Electronics,1,114.79,53.81,10,114.79,11.479000000000001,103.311,53.81,49.501000000000005,0.4791454927355267,495.221,Buy Now Pay Later,Paid,False,Silver,VIP,3549.3135
O002327,OI0005770,C00592,2025-01-31,2025-01,2025,Retail Store,Northeast,Completed,P0040,Sienna Cookware Set,Home,1,214.96,89.94,0,214.96,0.0,214.96,89.94,125.02000000000001,0.5815965761071827,709.9240000000001,Credit Card,Paid,False,Silver,VIP,2384.0240000000003
O002327,OI0005772,C00592,2025-01-31,2025-01,2025,Retail Store,Northeast,Completed,P0062,Goldenrod Face Serum,Beauty,2,274.98,138.35,10,549.96,54.99600000000001,494.96400000000006,276.7,218.26400000000007,0.44096944424240964,709.9240000000001,Credit Card,Paid,False,Silver,VIP,2384.0240000000003
O002328,OI0005773,C00768,2024-04-21,2024-04,2024,Mobile App,Northeast,Completed,P0066,Turquoise Body Lotion,Beauty,3,103.29,50.62,10,309.87,30.987000000000002,278.883,151.85999999999999,127.023,0.45547057368143634,397.9455,Credit Card,Pending,False,Bronze,VIP,6144.5064999999995
O002328,OI0005774,C00768,2024-04-21,2024-04,2024,Mobile App,Northeast,Completed,P0019,Slateblue Smart Watch,Electronics,3,36.3,22.04,15,108.89999999999999,16.334999999999997,92.565,66.12,26.444999999999993,0.2856911359585156,397.9455,Credit Card,Pending,False,Bronze,VIP,6144.5064999999995
O002328,OI0005775,C00768,2024-04-21,2024-04,2024,Mobile App,Northeast,Completed,P0029,Royalblue Air Purifier,Home,1,35.33,21.58,25,35.33,8.8325,26.4975,21.58,4.9175,0.18558354561751111,397.9455,Credit Card,Pending,False,Bronze,VIP,6144.5064999999995
O002329,OI0005776,C01198,2023-01-17,2023-01,2023,Mobile App,South,Completed,P0110,Blueviolet Standing Desk Mat,Office,2,311.63,167.87,0,623.26,0.0,623.26,335.74,287.52,0.4613163045919841,1341.931,Paypal,Paid,False,Bronze,VIP,2446.369
O002329,OI0005777,C01198,2023-01-17,2023-01,2023,Mobile App,South,Completed,P0067,Palevioletred Body Lotion,Beauty,2,33.07,19.77,15,66.14,9.921,56.219,39.54,16.679000000000002,0.2966790586812288,1341.931,Paypal,Paid,False,Bronze,VIP,2446.369
O002329,OI0005778,C01198,2023-01-17,2023-01,2023,Mobile App,South,Completed,P0092,Darkgoldenrod Gym Bag,Sports,1,51.3,24.69,5,51.3,2.565,48.735,24.69,24.044999999999998,0.4933825792551554,1341.931,Paypal,Paid,False,Bronze,VIP,2446.369
O002329,OI0005779,C01198,2023-01-17,2023-01,2023,Mobile App,South,Completed,P0112,Azure Standing Desk Mat,Office,2,361.01,177.23,15,722.02,108.303,613.717,354.46,259.257,0.42243737748832116,1341.931,Paypal,Paid,False,Bronze,VIP,2446.369
O002330,OI0005780,C00196,2025-04-26,2025-04,2025,Retail Store,Northeast,Completed,P0048,Darkviolet Running Socks,Apparel,2,316.06,150.66,5,632.12,31.606,600.514,301.32,299.194,0.4982298497620372,941.92,Gift Card,Pending,False,Bronze,VIP,3485.177
O002330,OI0005781,C00196,2025-04-26,2025-04,2025,Retail Store,Northeast,Completed,P0014,Darkcyan Headphones,Electronics,2,189.67,104.55,10,379.34,37.934,341.40599999999995,209.1,132.30599999999995,0.38753273228941487,941.92,Gift Card,Pending,False,Bronze,VIP,3485.177
O002331,OI0005782,C00125,2025-10-11,2025-10,2025,Marketplace,Northeast,Completed,P0058,Aliceblue Graphic Tee,Apparel,1,224.02,143.13,0,224.02,0.0,224.02,143.13,80.89000000000001,0.3610838318007321,682.81,Buy Now Pay Later,Pending,False,Bronze,VIP,3274.323
O002331,OI0005783,C00125,2025-10-11,2025-10,2025,Marketplace,Northeast,Completed,P0019,Slateblue Smart Watch,Electronics,1,36.3,22.04,10,36.3,3.63,32.669999999999995,22.04,10.629999999999995,0.32537496173859803,682.81,Buy Now Pay Later,Pending,False,Bronze,VIP,3274.323
O002331,OI0005784,C00125,2025-10-11,2025-10,2025,Marketplace,Northeast,Completed,P0052,Darkgreen Trail Jacket,Apparel,3,142.04,68.52,0,426.12,0.0,426.12,205.56,220.56,0.5176006758659533,682.81,Buy Now Pay Later,Pending,False,Bronze,VIP,3274.323
O002332,OI0005785,C00040,2025-07-11,2025-07,2025,Mobile App,West,Completed,P0037,Ghostwhite Cookware Set,Home,1,171.97,76.8,10,171.97,17.197,154.773,76.8,77.973,0.5037894206353821,969.893,Debit Card,Paid,False,Bronze,VIP,2170.0815
O002332,OI0005786,C00040,2025-07-11,2025-07,2025,Mobile App,West,Completed,P0094,Tomato Foam Roller,Sports,2,309.52,160.91,5,619.04,30.951999999999998,588.088,321.82,266.268,0.45276897335092703,969.893,Debit Card,Paid,False,Bronze,VIP,2170.0815
O002332,OI0005787,C00040,2025-07-11,2025-07,2025,Mobile App,West,Completed,P0027,Burlywood Throw Blanket,Home,1,283.79,152.07,20,283.79,56.75800000000001,227.032,152.07,74.96200000000002,0.33018252933507175,969.893,Debit Card,Paid,False,Bronze,VIP,2170.0815
O002333,OI0005788,C00081,2024-02-02,2024-02,2024,Retail Store,West,Returned,P0018,Teal Tablet Case,Electronics,1,281.84,146.67,0,281.84,0.0,281.84,146.67,135.17,0.47959835367584447,281.84,Debit Card,Refunded,True,Gold,VIP,3998.981
O002334,OI0005789,C00428,2024-08-19,2024-08,2024,Mobile App,South,Completed,P0084,Crimson Water Bottle,Sports,2,42.76,20.69,10,85.52,8.552,76.96799999999999,41.38,35.58799999999999,0.46237397359941784,440.00800000000004,Credit Card,Paid,False,Bronze,VIP,3696.505
O002334,OI0005790,C00428,2024-08-19,2024-08,2024,Mobile App,South,Completed,P0005,Darkviolet Smart Watch,Electronics,2,181.52,92.02,0,363.04,0.0,363.04,184.04,179.00000000000003,0.493058616130454,440.00800000000004,Credit Card,Paid,False,Bronze,VIP,3696.505
O002335,OI0005791,C00772,2024-06-03,2024-06,2024,Mobile App,Midwest,Completed,P0099,Pink Gym Bag,Sports,1,179.3,114.96,10,179.3,17.930000000000003,161.37,114.96,46.41000000000001,0.28759992563673553,697.581,Credit Card,Paid,False,Silver,VIP,3255.7415
O002335,OI0005792,C00772,2024-06-03,2024-06,2024,Mobile App,Midwest,Completed,P0062,Goldenrod Face Serum,Beauty,1,274.98,138.35,5,274.98,13.749000000000002,261.231,138.35,122.881,0.47039210507175644,697.581,Credit Card,Paid,False,Silver,VIP,3255.7415
O002335,OI0005793,C00772,2024-06-03,2024-06,2024,Mobile App,Midwest,Completed,P0062,Goldenrod Face Serum,Beauty,1,274.98,138.35,0,274.98,0.0,274.98,138.35,136.63000000000002,0.49687249981816867,697.581,Credit Card,Paid,False,Silver,VIP,3255.7415
O002336,OI0005794,C01154,2025-06-21,2025-06,2025,Retail Store,South,Completed,P0085,Floralwhite Yoga Mat,Sports,2,142.09,59.82,15,284.18,42.627,241.553,119.64,121.913,0.5047049715797362,486.64099999999996,Gift Card,Paid,False,Bronze,VIP,2745.513
O002336,OI0005795,C01154,2025-06-21,2025-06,2025,Retail Store,South,Completed,P0072,Slategray Makeup Brush Set,Beauty,1,272.32,149.77,10,272.32,27.232,245.088,149.77,95.31799999999998,0.3889133698916307,486.64099999999996,Gift Card,Paid,False,Bronze,VIP,2745.513
O002337,OI0005796,C01106,2024-05-09,2024-05,2024,Mobile App,Northeast,Completed,P0035,Lightyellow Air Purifier,Home,1,326.93,146.56,0,326.93,0.0,326.93,146.56,180.37,0.5517083167650567,326.93,Buy Now Pay Later,Pending,False,Silver,VIP,6089.871
O002338,OI0005797,C00533,2025-03-25,2025-03,2025,Online,Midwest,Completed,P0080,Firebrick Makeup Brush Set,Beauty,1,392.84,163.94,0,392.84,0.0,392.84,163.94,228.89999999999998,0.582679971489665,392.84,Gift Card,Paid,False,Silver,VIP,2980.425
O002339,OI0005798,C01432,2024-10-27,2024-10,2024,Mobile App,Northeast,Completed,P0006,Mediumseagreen Headphones,Electronics,1,273.98,150.3,0,273.98,0.0,273.98,150.3,123.68,0.45141981166508505,1185.33,Debit Card,Paid,False,Unassigned,VIP,4454.0465
O002339,OI0005799,C01432,2024-10-27,2024-10,2024,Mobile App,Northeast,Completed,P0021,Blueviolet Throw Blanket,Home,1,217.0,157.06,0,217.0,0.0,217.0,157.06,59.94,0.276221198156682,1185.33,Debit Card,Paid,False,Unassigned,VIP,4454.0465
O002339,OI0005801,C01432,2024-10-27,2024-10,2024,Mobile App,Northeast,Completed,P0056,Teal Graphic Tee,Apparel,2,385.75,167.31,10,771.5,77.15,694.35,334.62,359.73,0.5180816591056384,1185.33,Debit Card,Paid,False,Unassigned,VIP,4454.0465
O002340,OI0005802,C01011,2025-08-04,2025-08,2025,Mobile App,South,Completed,P0103,Oldlace Standing Desk Mat,Office,1,100.44,47.01,0,100.44,0.0,100.44,47.01,53.43,0.5319593787335722,493.23900000000003,Debit Card,Paid,False,Bronze,VIP,3353.397
O002340,OI0005803,C01011,2025-08-04,2025-08,2025,Mobile App,South,Completed,P0069,Red Face Serum,Beauty,1,259.35,175.47,20,259.35,51.870000000000005,207.48000000000002,175.47,32.01000000000002,0.15427993059572015,493.23900000000003,Debit Card,Paid,False,Bronze,VIP,3353.397
O002340,OI0005804,C01011,2025-08-04,2025-08,2025,Mobile App,South,Completed,P0097,Yellowgreen Gym Bag,Sports,1,163.15,70.37,10,163.15,16.315,146.835,70.37,76.465,0.5207545884836722,493.23900000000003,Debit Card,Paid,False,Bronze,VIP,3353.397
O002340,OI0005805,C01011,2025-08-04,2025-08,2025,Mobile App,South,Completed,P0084,Crimson Water Bottle,Sports,1,42.76,20.69,10,42.76,4.276,38.483999999999995,20.69,17.793999999999993,0.46237397359941784,493.23900000000003,Debit Card,Paid,False,Bronze,VIP,3353.397
O002341,OI0005806,C00456,2023-08-30,2023-08,2023,Retail Store,West,Completed,P0011,Brown Headphones,Electronics,1,116.27,72.14,0,116.27,0.0,116.27,72.14,44.129999999999995,0.3795476047131676,293.459,Gift Card,Paid,False,Bronze,Loyal,965.06
O002341,OI0005807,C00456,2023-08-30,2023-08,2023,Retail Store,West,Completed,P0013,Turquoise Bluetooth Speaker,Electronics,1,127.84,91.01,20,127.84,25.568,102.272,91.01,11.262,0.11011811639549436,293.459,Gift Card,Paid,False,Bronze,Loyal,965.06
O002341,OI0005808,C00456,2023-08-30,2023-08,2023,Retail Store,West,Completed,P0119,Blue Standing Desk Mat,Office,1,78.86,37.39,5,78.86,3.943,74.917,37.39,37.527,0.5009143452086976,293.459,Gift Card,Paid,False,Bronze,Loyal,965.06
O002342,OI0005809,C00257,2025-05-29,2025-05,2025,Marketplace,Northeast,Completed,P0074,Cornflowerblue Makeup Brush Set,Beauty,1,62.08,27.78,0,62.08,0.0,62.08,27.78,34.3,0.5525128865979381,62.08,Gift Card,Paid,False,Gold,VIP,2929.054
O002343,OI0005810,C00930,2024-11-09,2024-11,2024,Mobile App,South,Completed,P0053,Wheat Denim Shirt,Apparel,2,23.29,11.09,0,46.58,0.0,46.58,22.18,24.4,0.5238299699441821,643.971,Paypal,Paid,False,Unassigned,VIP,2394.4755
O002343,OI0005811,C00930,2024-11-09,2024-11,2024,Mobile App,South,Completed,P0053,Wheat Denim Shirt,Apparel,1,23.29,11.09,10,23.29,2.329,20.961,11.09,9.870999999999999,0.4709221888268689,643.971,Paypal,Paid,False,Unassigned,VIP,2394.4755
O002343,OI0005812,C00930,2024-11-09,2024-11,2024,Mobile App,South,Completed,P0004,Dimgray Usb Hub,Electronics,1,114.79,53.81,0,114.79,0.0,114.79,53.81,60.980000000000004,0.5312309434619741,643.971,Paypal,Paid,False,Unassigned,VIP,2394.4755
O002343,OI0005813,C00930,2024-11-09,2024-11,2024,Mobile App,South,Completed,P0002,Lavender Usb Hub,Electronics,2,230.82,108.89,0,461.64,0.0,461.64,217.78,243.85999999999999,0.5282471189671606,643.971,Paypal,Paid,False,Unassigned,VIP,2394.4755
O002344,OI0005814,C00543,2024-02-25,2024-02,2024,Retail Store,West,Completed,P0025,Lavender Throw Blanket,Home,1,187.19,125.9,0,187.19,0.0,187.19,125.9,61.28999999999999,0.3274213366098616,187.19,Buy Now Pay Later,Pending,False,Platinum,VIP,3368.148
O002345,OI0005815,C00006,2025-06-09,2025-06,2025,Marketplace,Midwest,Cancelled,P0042,Red Denim Shirt,Apparel,1,79.85,35.8,10,79.85,7.984999999999999,71.865,35.8,36.065,0.5018437347804912,649.4200000000001,Buy Now Pay Later,Pending,False,Bronze,VIP,7055.9565
O002345,OI0005816,C00006,2025-06-09,2025-06,2025,Marketplace,Midwest,Cancelled,P0047,Powderblue Graphic Tee,Apparel,1,243.5,159.8,5,243.5,12.175,231.325,159.8,71.52499999999998,0.30919701718361603,649.4200000000001,Buy Now Pay Later,Pending,False,Bronze,VIP,7055.9565
O002345,OI0005817,C00006,2025-06-09,2025-06,2025,Marketplace,Midwest,Cancelled,P0002,Lavender Usb Hub,Electronics,2,230.82,108.89,25,461.64,115.41,346.23,217.78,128.45000000000002,0.37099615862288077,649.4200000000001,Buy Now Pay Later,Pending,False,Bronze,VIP,7055.9565
O002346,OI0005818,C00348,2025-04-25,2025-04,2025,Online,Northeast,Completed,P0105,Orangered Notebook Pack,Office,1,124.3,57.25,0,124.3,0.0,124.3,57.25,67.05,0.5394207562349155,284.596,Gift Card,Paid,False,Silver,VIP,4767.876
O002346,OI0005819,C00348,2025-04-25,2025-04,2025,Online,Northeast,Completed,P0054,Darkorchid Trail Jacket,Apparel,2,83.38,49.27,25,166.76,41.69,125.07,98.54,26.529999999999987,0.21212121212121202,284.596,Gift Card,Paid,False,Silver,VIP,4767.876
O002346,OI0005820,C00348,2025-04-25,2025-04,2025,Online,Northeast,Completed,P0109,Mediumorchid Desk Organizer,Office,1,39.14,21.27,10,39.14,3.914,35.226,21.27,13.956,0.39618463634815193,284.596,Gift Card,Paid,False,Silver,VIP,4767.876
O002347,OI0005821,C01219,2023-07-31,2023-07,2023,Online,South,Completed,P0109,Mediumorchid Desk Organizer,Office,1,39.14,21.27,5,39.14,1.957,37.183,21.27,15.913,0.42796439232982814,334.063,Credit Card,Pending,False,Silver,VIP,2995.0855
O002347,OI0005822,C01219,2023-07-31,2023-07,2023,Online,South,Completed,P0032,Saddlebrown Cookware Set,Home,2,148.44,75.4,0,296.88,0.0,296.88,150.8,146.07999999999998,0.49205066019940713,334.063,Credit Card,Pending,False,Silver,VIP,2995.0855
O002348,OI0005823,C00488,2025-01-30,2025-01,2025,Online,Midwest,Completed,P0058,Aliceblue Graphic Tee,Apparel,3,224.02,143.13,15,672.0600000000001,100.80900000000001,571.2510000000001,429.39,141.8610000000001,0.2483339197655673,571.2510000000001,Buy Now Pay Later,Paid,False,Silver,VIP,2756.5530000000003
O002349,OI0005824,C00356,2023-03-12,2023-03,2023,Mobile App,South,Completed,P0006,Mediumseagreen Headphones,Electronics,1,273.98,150.3,15,273.98,41.097,232.883,150.3,82.583,0.35461154313539417,232.883,Credit Card,Paid,False,Unassigned,VIP,2583.8585
O002350,OI0005825,C00014,2024-02-27,2024-02,2024,Mobile App,South,Completed,P0096,Lavender Gym Bag,Sports,2,280.31,123.46,10,560.62,56.062000000000005,504.558,246.92,257.63800000000003,0.5106211773473021,504.558,Gift Card,Paid,False,Bronze,VIP,5728.2355
O002351,OI0005826,C01336,2023-11-12,2023-11,2023,Retail Store,Midwest,Cancelled,P0029,Royalblue Air Purifier,Home,1,35.33,21.58,0,35.33,0.0,35.33,21.58,13.75,0.3891876592131333,35.33,Credit Card,Pending,False,Silver,VIP,2065.6125
O002352,OI0005827,C00692,2023-08-21,2023-08,2023,Retail Store,South,Completed,P0032,Saddlebrown Cookware Set,Home,1,148.44,75.4,0,148.44,0.0,148.44,75.4,73.03999999999999,0.49205066019940713,486.444,Credit Card,Pending,False,Bronze,VIP,5322.7609999999995
O002352,OI0005828,C00692,2023-08-21,2023-08,2023,Retail Store,South,Completed,P0026,Navajowhite Desk Lamp,Home,2,187.78,112.59,10,375.56,37.556000000000004,338.004,225.18,112.82400000000001,0.3337948663329428,486.444,Credit Card,Pending,False,Bronze,VIP,5322.7609999999995
O002353,OI0005829,C00830,2023-03-10,2023-03,2023,Retail Store,South,Completed,P0041,Salmon Trail Jacket,Apparel,1,46.27,32.89,5,46.27,2.3135000000000003,43.956500000000005,32.89,11.066500000000005,0.2517602629872716,336.7525,Paypal,Paid,False,Bronze,VIP,9181.3415
O002353,OI0005830,C00830,2023-03-10,2023-03,2023,Retail Store,South,Completed,P0109,Mediumorchid Desk Organizer,Office,1,39.14,21.27,0,39.14,0.0,39.14,21.27,17.87,0.45656617271333677,336.7525,Paypal,Paid,False,Bronze,VIP,9181.3415
O002353,OI0005831,C00830,2023-03-10,2023-03,2023,Retail Store,South,Completed,P0018,Teal Tablet Case,Electronics,1,281.84,146.67,10,281.84,28.183999999999997,253.65599999999998,146.67,106.98599999999999,0.421775948528716,336.7525,Paypal,Paid,False,Bronze,VIP,9181.3415
