order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_percent
OI0003375,O001359,P0031,1,254.7,145.72,10
OI0003376,O001360,P0113,2,152.02,79.85,20
OI0003377,O001360,P0054,2,83.38,49.27,0
OI0003378,O001361,P0021,1,217.0,157.06,5
OI0003379,O001361,P0008,-1,223.03,120.69,15
OI0003380,O001361,P0106,1,56.39,27.98,0
OI0003381,O001362,P0059,2,310.18,133.96,0
OI0003382,O001362,P0006,3,273.98,150.3,0
OI0003383,O001362,P0093,2,64.09,40.65,0
OI0003384,O001362,P0035,1,326.93,146.56,0
OI0003385,O001363,P0060,2,306.49,149.27,0
OI0003386,O001363,P0004,2,114.79,53.81,0
OI0003387,O001363,P0012,3,20.32,10.75,20
OI0003388,O001363,P0024,1,169.87,104.81,5
OI0003389,O001364,P0110,2,311.63,167.87,0
OI0003390,O001365,P0002,4,230.82,108.89,5
OI0003391,O001365,P0021,1,217.0,157.06,5
OI0003392,O001365,P0007,1,180.16,110.8,0
OI0003393,O001366,P0037,1,171.97,76.8,5
OI0003394,O001366,P0056,1,385.75,167.31,20
OI0003395,O001366,P0049,1,59.24,43.15,25
OI0003396,O001367,P0082,2,64.05,28.14,10
OI0003397,O001367,P0005,2,181.52,92.02,25
OI0003398,O001368,P0042,1,79.85,35.8,0
OI0003399,O001368,P0017,-1,30.38,15.75,0
OI0003400,O001368,P0112,1,361.01,177.23,5
OI0003401,O001368,P0026,1,187.78,112.59,0
OI0003402,O001369,P0101,1,338.95,156.07,0
OI0003403,O001370,P0072,1,272.32,149.77,20
OI0003404,O001370,P0097,1,163.15,70.37,15
OI0003405,O001371,P0001,2,58.62,26.48,0
OI0003406,O001372,P0008,1,223.03,120.69,5
OI0003407,O001372,P0104,1,71.93,33.51,5
OI0003408,O001372,P0031,2,254.7,145.72,5
OI0003409,O001373,P0024,1,169.87,104.81,0
OI0003410,O001374,P0083,4,63.1,34.73,25
OI0003411,O001374,P0084,1,42.76,20.69,0
OI0003412,O001374,P0051,1,104.92,60.39,0
OI0003413,O001375,P0008,1,223.03,120.69,15
OI0003414,O001375,P0081,1,96.93,49.39,5
OI0003415,O001375,P0061,1,241.21,110.37,0
OI0003416,O001375,P0106,1,56.39,27.98,0
OI0003417,O001376,P0107,2,140.71,82.95,5
OI0003418,O001376,P0003,1,171.57,88.27,10
OI0003419,O001376,P0035,3,326.93,146.56,10
OI0003420,O001376,P0003,1,171.57,88.27,0
OI0003421,O001377,P0095,1,202.91,139.2,5
OI0003422,O001377,P0074,-1,62.08,27.78,25
OI0003423,O001378,P0079,2,28.55,21.67,0
OI0003424,O001378,P0084,1,42.76,20.69,0
OI0003425,O001378,P0006,1,273.98,150.3,5
OI0003426,O001379,P0054,2,83.38,49.27,0
OI0003427,O001379,P0042,1,79.85,35.8,0
OI0003428,O001380,P0113,2,152.02,79.85,10
OI0003429,O001380,P0034,2,265.11,120.64,110
OI0003430,O001380,P0109,1,39.14,21.27,10
OI0003431,O001381,P0056,1,385.75,167.31,0
OI0003432,O001382,P0035,1,326.93,146.56,10
OI0003433,O001382,P0091,2,196.39,82.27,15
OI0003434,O001383,P0117,1,252.27,158.43,0
OI0003435,O001384,P0119,3,78.86,37.39,0
OI0003436,O001384,P0049,1,59.24,43.15,0
OI0003437,O001385,P0069,1,259.35,175.47,10
OI0003438,O001385,P0025,1,187.19,125.9,10
OI0003439,O001386,P0036,1,71.47,40.11,0
OI0003440,O001386,P0066,1,103.29,50.62,0
OI0003441,O001386,P0035,1,326.93,146.56,0
OI0003442,O001387,P0113,1,152.02,79.85,5
OI0003443,O001387,P0071,1,66.14,34.77,25
OI0003444,O001387,P0079,1,28.55,21.67,0
OI0003445,O001388,P0084,2,42.76,20.69,10
OI0003446,O001388,P0089,3,49.96,38.06,0
OI0003447,O001388,P0013,1,127.84,91.01,10
OI0003448,O001389,P0055,1,150.07,98.61,10
OI0003449,O001390,P0018,1,281.84,146.67,15
OI0003450,O001391,P0004,1,114.79,53.81,10
OI0003451,O001391,P0093,1,64.09,40.65,0
OI0003452,O001391,P0117,1,252.27,158.43,20
OI0003453,O001391,P0057,1,95.09,41.82,5
OI0003454,O001392,P0063,1,8.2,5.54,0
OI0003455,O001392,P0043,1,33.48,14.68,15
OI0003456,O001392,P0003,2,171.57,88.27,10
OI0003457,O001392,P0024,3,169.87,104.81,10
OI0003458,O001393,P0080,1,392.84,163.94,15
OI0003459,O001393,P0089,1,49.96,38.06,15
OI0003460,O001393,P0057,1,95.09,41.82,0
OI0003461,O001393,P0072,1,272.32,149.77,0
OI0003462,O001394,P0044,1,279.36,162.6,0
OI0003463,O001394,P0056,1,385.75,167.31,0
OI0003464,O001394,P0075,1,134.51,78.21,0
OI0003465,O001394,P0048,1,316.06,150.66,15
OI0003466,O001395,P0065,2,270.21,125.01,0
OI0003467,O001395,P0049,3,59.24,43.15,15
OI0003468,O001396,P0023,3,15.34,8.57,15
OI0003469,O001396,P0118,4,177.52,114.17,0
OI0003470,O001396,P0037,1,171.97,76.8,5
OI0003471,O001397,P0114,1,41.45,23.84,5
OI0003472,O001397,P0068,1,103.65,44.29,0
OI0003473,O001397,P0100,1,280.83,119.83,10
OI0003474,O001398,P0094,1,309.52,160.91,20
OI0003475,O001398,P0088,2,236.31,102.24,0
OI0003476,O001398,P0006,2,273.98,150.3,10
OI0003477,O001399,P0105,1,124.3,57.25,0
OI0003478,O001399,P0014,1,189.67,104.55,0
OI0003479,O001399,P0014,4,189.67,104.55,10
OI0003480,O001399,P0045,1,354.19,170.05,20
OI0003481,O001400,P0009,2,102.74,56.37,0
OI0003482,O001400,P0051,2,104.92,60.39,10
OI0003483,O001400,P0022,1,192.12,85.66,15
OI0003484,O001401,P0012,2,20.32,10.75,110
OI0003485,O001401,P0039,2,66.47,46.73,5
OI0003486,O001402,P0066,1,103.29,50.62,5
OI0003487,O001402,P0080,1,392.84,163.94,20
OI0003488,O001402,P0017,1,30.38,15.75,5
OI0003489,O001402,P0031,1,254.7,145.72,0
OI0003490,O001403,P0022,4,192.12,85.66,0
OI0003491,O001403,P0009,1,102.74,56.37,0
OI0003492,O001404,P0011,1,116.27,72.14,15
OI0003493,O001404,P0040,1,214.96,89.94,20
OI0003494,O001405,P0081,2,96.93,49.39,15
OI0003495,O001405,P0033,3,211.78,114.87,10
OI0003496,O001405,P0088,2,236.31,102.24,5
OI0003497,O001405,P0066,4,103.29,50.62,110
OI0003498,O001406,P0102,3,195.72,100.75,20
OI0003499,O001407,P0049,2,59.24,43.15,0
OI0003500,O001408,P0075,1,134.51,78.21,15
OI0003501,O001408,P0032,2,148.44,75.4,0
OI0003502,O001409,P0045,3,354.19,170.05,0
OI0003503,O001409,P0017,3,30.38,15.75,10
OI0003504,O001409,P0073,1,372.75,170.56,5
OI0003505,O001410,P0026,1,187.78,112.59,5
OI0003506,O001410,P0074,3,62.08,27.78,0
OI0003507,O001410,P0068,1,103.65,44.29,15
OI0003508,O001411,P0057,1,95.09,41.82,15
OI0003509,O001411,P0075,1,134.51,78.21,15
OI0003510,O001412,P0069,2,259.35,175.47,5
OI0003511,O001413,P0082,3,64.05,28.14,10
OI0003512,O001413,P0070,1,131.06,75.18,10
OI0003513,O001413,P0019,3,36.3,22.04,0
OI0003514,O001413,P0015,1,147.82,103.39,15
OI0003515,O001414,P0012,2,20.32,10.75,5
OI0003516,O001415,P0120,3,123.81,98.52,0
OI0003517,O001416,P0118,1,177.52,114.17,15
OI0003518,O001416,P0060,3,306.49,149.27,10
OI0003519,O001417,P0059,1,310.18,133.96,0
OI0003520,O001418,P0056,1,385.75,167.31,20
OI0003521,O001419,P0085,1,142.09,59.82,0
OI0003522,O001420,P0030,1,90.28,41.7,20
OI0003523,O001420,P0003,1,171.57,88.27,0
OI0003524,O001420,P0088,3,236.31,102.24,0
OI0003525,O001421,P0059,1,310.18,133.96,5
OI0003526,O001422,P0030,2,90.28,41.7,15
OI0003527,O001422,P0119,1,78.86,37.39,15
OI0003528,O001422,P0087,1,136.09,59.78,10
OI0003529,O001423,P0013,3,127.84,91.01,5
OI0003530,O001423,P0076,1,81.73,46.21,20
OI0003531,O001423,P0100,2,280.83,119.83,0
OI0003532,O001423,P0112,1,361.01,177.23,0
OI0003533,O001424,P0073,4,372.75,170.56,0
OI0003534,O001424,P0004,3,114.79,53.81,10
OI0003535,O001425,P0078,1,268.06,129.83,20
OI0003536,O001425,P0035,1,326.93,146.56,15
OI0003537,O001425,P0080,1,392.84,163.94,10
OI0003538,O001426,P0106,1,56.39,27.98,0
OI0003539,O001426,P0069,1,259.35,175.47,0
OI0003540,O001426,P0007,1,180.16,110.8,0
OI0003541,O001426,P0074,1,62.08,27.78,20
OI0003542,O001427,P0030,1,90.28,41.7,20
OI0003543,O001427,P0056,1,385.75,167.31,0
OI0003544,O001427,P0116,3,53.16,36.42,20
OI0003545,O001427,P0078,1,268.06,129.83,20
OI0003546,O001428,P0022,2,192.12,85.66,0
OI0003547,O001428,P0009,2,102.74,56.37,5
OI0003548,O001428,P0104,1,71.93,33.51,5
OI0003549,O001428,P0064,4,60.15,32.62,20
OI0003550,O001429,P0084,1,42.76,20.69,15
OI0003551,O001429,P0022,1,192.12,85.66,5
OI0003552,O001430,P0051,4,104.92,60.39,0
OI0003553,O001431,P0016,1,182.65,108.43,0
OI0003554,O001431,P0047,1,243.5,159.8,20
OI0003555,O001432,P0078,2,268.06,129.83,10
OI0003556,O001433,P0080,3,392.84,163.94,5
OI0003557,O001433,P0094,3,309.52,160.91,5
OI0003558,O001434,P0013,1,127.84,91.01,0
OI0003559,O001434,P0001,1,58.62,26.48,0
OI0003560,O001434,P0067,1,33.07,19.77,5
OI0003561,O001434,P0089,1,49.96,38.06,20
OI0003562,O001435,P0022,1,192.12,85.66,10
OI0003563,O001436,P0108,2,299.87,137.39,0
OI0003564,O001436,P0061,2,241.21,110.37,10
OI0003565,O001436,P0118,1,177.52,114.17,5
OI0003566,O001437,P0042,1,79.85,35.8,10
OI0003567,O001437,P0111,1,116.59,86.94,20
OI0003568,O001437,P0080,1,392.84,163.94,0
OI0003569,O001438,P0115,3,66.66,49.6,10
OI0003570,O001438,P0002,1,230.82,108.89,5
OI0003571,O001439,P0026,1,187.78,112.59,15
OI0003572,O001439,P0108,1,299.87,137.39,20
OI0003573,O001439,P0105,1,124.3,57.25,0
OI0003574,O001439,P0009,2,102.74,56.37,15
OI0003575,O001440,P0094,2,309.52,160.91,5
OI0003576,O001441,P0028,2,307.09,179.34,5
OI0003577,O001441,P0053,1,23.29,11.09,10
OI0003578,O001442,P0051,1,104.92,60.39,15
OI0003579,O001442,P0046,4,310.17,133.53,5
OI0003580,O001442,P0115,1,66.66,49.6,0
OI0003581,O001443,P0120,1,123.81,98.52,0
OI0003582,O001444,P0072,2,272.32,149.77,5
OI0003583,O001444,P0109,4,39.14,21.27,5
OI0003584,O001444,P0057,4,95.09,41.82,0
OI0003585,O001444,P0077,4,9.56,6.81,0
OI0003586,O001445,P0045,1,354.19,170.05,0
OI0003587,O001445,P0052,1,142.04,68.52,15
OI0003588,O001445,P0105,1,124.3,57.25,0
OI0003589,O001446,P0033,1,211.78,114.87,10
OI0003590,O001446,P0093,3,64.09,40.65,5
OI0003591,O001446,P0053,3,23.29,11.09,0
OI0003592,O001446,P0111,3,116.59,86.94,20
OI0003593,O001447,P0057,3,95.09,41.82,0
OI0003594,O001447,P0043,3,33.48,14.68,0
OI0003595,O001448,P0108,3,299.87,137.39,15
OI0003596,O001448,P0020,1,185.28,120.72,15
OI0003597,O001449,P0025,1,187.19,125.9,5
OI0003598,O001449,P0075,3,134.51,78.21,10
OI0003599,O001450,P0021,3,217.0,157.06,10
OI0003600,O001450,P0037,1,171.97,76.8,5
OI0003601,O001451,P0005,1,181.52,92.02,0
OI0003602,O001451,P0114,2,41.45,23.84,5
OI0003603,O001451,P0015,1,147.82,103.39,0
OI0003604,O001452,P0008,3,223.03,120.69,0
OI0003605,O001453,P0057,3,95.09,41.82,15
OI0003606,O001454,P0080,2,392.84,163.94,0
OI0003607,O001454,P0023,4,15.34,8.57,0
OI0003608,O001454,P0038,2,81.71,51.71,15
OI0003609,O001455,P0001,2,58.62,26.48,5
OI0003610,O001456,P0004,2,114.79,53.81,0
OI0003611,O001456,P0038,2,81.71,51.71,0
OI0003612,O001456,P0054,2,83.38,49.27,10
OI0003613,O001456,P0102,1,195.72,100.75,5
OI0003614,O001457,P0060,1,306.49,149.27,10
OI0003615,O001457,P0061,1,241.21,110.37,20
OI0003616,O001457,P0057,2,95.09,41.82,20
OI0003617,O001457,P0089,3,49.96,38.06,0
OI0003618,O001458,P0108,2,299.87,137.39,0
OI0003619,O001458,P0075,2,134.51,78.21,20
OI0003620,O001458,P0062,2,274.98,138.35,0
OI0003621,O001458,P0103,1,100.44,47.01,10
OI0003622,O001459,P0109,1,39.14,21.27,0
OI0003623,O001459,P0064,4,60.15,32.62,0
OI0003624,O001459,P0085,1,142.09,59.82,0
OI0003625,O001460,P0066,3,103.29,50.62,5
OI0003626,O001460,P0013,1,127.84,91.01,15
OI0003627,O001460,P0047,1,243.5,159.8,10
OI0003628,O001461,P0072,1,272.32,149.77,0
OI0003629,O001461,P0053,2,23.29,11.09,20
OI0003630,O001461,P0040,-1,214.96,89.94,0
OI0003631,O001462,P0117,1,252.27,158.43,15
OI0003632,O001462,P0048,4,316.06,150.66,0
OI0003633,O001463,P0065,1,270.21,125.01,15
OI0003634,O001463,P0085,2,142.09,59.82,10
OI0003635,O001463,P0005,2,181.52,92.02,25
OI0003636,O001463,P0001,3,58.62,26.48,25
OI0003637,O001464,P0088,4,236.31,102.24,5
OI0003638,O001464,P0039,1,66.47,46.73,0
OI0003639,O001464,P0105,2,124.3,57.25,20
OI0003640,O001464,P0106,1,56.39,27.98,10
OI0003641,O001465,P0080,2,392.84,163.94,5
OI0003642,O001465,P0101,4,338.95,156.07,20
OI0003643,O001465,P0118,1,177.52,114.17,15
OI0003644,O001465,P0072,1,272.32,149.77,20
OI0003645,O001466,P0063,1,8.2,5.54,0
OI0003646,O001466,P0046,2,310.17,133.53,0
OI0003647,O001467,P0090,1,60.09,33.62,10
OI0003648,O001467,P0027,4,283.79,152.07,5
OI0003649,O001467,P0109,-1,39.14,21.27,0
OI0003650,O001468,P0039,1,66.47,46.73,15
OI0003651,O001469,P0108,1,299.87,137.39,0
OI0003652,O001469,P0022,1,192.12,85.66,0
OI0003653,O001469,P0065,-1,270.21,125.01,10
OI0003654,O001469,P0092,2,51.3,24.69,5
OI0003655,O001470,P0073,2,372.75,170.56,15
OI0003656,O001470,P0103,1,100.44,47.01,0
OI0003657,O001470,P0004,1,114.79,53.81,110
OI0003658,O001470,P0050,1,171.47,76.47,10
OI0003659,O001471,P0059,3,310.18,133.96,5
OI0003660,O001471,P0076,4,81.73,46.21,5
OI0003661,O001471,P0077,1,9.56,6.81,0
OI0003662,O001471,P0023,1,15.34,8.57,5
OI0003663,O001472,P0009,1,102.74,56.37,5
OI0003664,O001472,P0053,2,23.29,11.09,0
OI0003665,O001472,P0064,1,60.15,32.62,5
OI0003666,O001473,P0117,1,252.27,158.43,15
OI0003667,O001473,P0058,1,224.02,143.13,10
OI0003668,O001474,P0011,3,116.27,72.14,0
OI0003669,O001474,P0080,3,392.84,163.94,20
OI0003670,O001475,P0078,3,268.06,129.83,10
OI0003671,O001476,P0029,1,35.33,21.58,5
OI0003672,O001476,P0027,3,283.79,152.07,25
OI0003673,O001476,P0080,1,392.84,163.94,15
OI0003674,O001476,P0019,1,36.3,22.04,5
OI0003675,O001477,P0106,1,56.39,27.98,15
OI0003676,O001478,P0042,1,79.85,35.8,0
OI0003677,O001479,P0017,1,30.38,15.75,0
OI0003678,O001480,P0066,3,103.29,50.62,15
OI0003679,O001480,P0061,1,241.21,110.37,0
OI0003680,O001480,P0080,2,392.84,163.94,25
OI0003681,O001480,P0065,1,270.21,125.01,0
OI0003682,O001481,P0068,2,103.65,44.29,25
OI0003683,O001481,P0096,3,280.31,123.46,10
OI0003684,O001481,P0117,4,252.27,158.43,5
OI0003685,O001482,P0094,1,309.52,160.91,0
OI0003686,O001483,P0028,2,307.09,179.34,5
OI0003687,O001483,P0073,1,372.75,170.56,5
OI0003688,O001484,P0054,1,83.38,49.27,20
OI0003689,O001484,P0035,1,326.93,146.56,0
OI0003690,O001485,P0117,2,252.27,158.43,10
OI0003691,O001486,P0009,-1,102.74,56.37,5
OI0003692,O001486,P0009,2,102.74,56.37,5
OI0003693,O001486,P0020,1,185.28,120.72,0
OI0003694,O001486,P0085,3,142.09,59.82,0
OI0003695,O001487,P0063,1,8.2,5.54,10
OI0003696,O001487,P0060,1,306.49,149.27,15
OI0003697,O001488,P0097,3,163.15,70.37,0
OI0003698,O001488,P0021,1,217.0,157.06,0
OI0003699,O001488,P0058,1,224.02,143.13,0
OI0003700,O001488,P0034,4,265.11,120.64,15
OI0003701,O001489,P0085,1,142.09,59.82,10
OI0003702,O001489,P0087,1,136.09,59.78,0
OI0003703,O001489,P0119,1,78.86,37.39,10
OI0003704,O001490,P0019,2,36.3,22.04,5
OI0003705,O001490,P0056,1,385.75,167.31,5
OI0003706,O001490,P0111,2,116.59,86.94,5
OI0003707,O001490,P0004,2,114.79,53.81,0
OI0003708,O001491,P0030,1,90.28,41.7,0
OI0003709,O001492,P0051,3,104.92,60.39,0
OI0003710,O001492,P0020,2,185.28,120.72,15
OI0003711,O001492,P0019,2,36.3,22.04,0
OI0003712,O001492,P0026,-1,187.78,112.59,0
OI0003713,O001493,P0001,2,58.62,26.48,0
OI0003714,O001493,P0085,1,142.09,59.82,5
OI0003715,O001493,P0052,2,142.04,68.52,0
OI0003716,O001493,P0055,2,150.07,98.61,15
OI0003717,O001494,P0088,1,236.31,102.24,0
OI0003718,O001494,P0052,3,142.04,68.52,10
OI0003719,O001494,P0019,1,36.3,22.04,25
OI0003720,O001495,P0042,1,79.85,35.8,110
OI0003721,O001495,P0108,2,299.87,137.39,0
OI0003722,O001495,P0024,2,169.87,104.81,0
OI0003723,O001495,P0021,1,217.0,157.06,0
OI0003724,O001496,P0090,4,60.09,33.62,0
OI0003725,O001496,P0008,1,223.03,120.69,10
OI0003726,O001496,P0027,4,283.79,152.07,15
OI0003727,O001496,P0077,2,9.56,6.81,0
OI0003728,O001497,P0068,1,103.65,44.29,10
OI0003729,O001497,P0103,1,100.44,47.01,10
OI0003730,O001497,P0061,2,241.21,110.37,0
OI0003731,O001498,P0049,1,59.24,43.15,10
OI0003732,O001498,P0053,1,23.29,11.09,0
OI0003733,O001498,P0048,1,316.06,150.66,5
OI0003734,O001499,P0087,1,136.09,59.78,10
OI0003735,O001499,P0082,1,64.05,28.14,10
OI0003736,O001499,P0108,1,299.87,137.39,10
OI0003737,O001500,P0115,1,66.66,49.6,0
OI0003738,O001500,P0054,1,83.38,49.27,5
OI0003739,O001500,P0081,1,96.93,49.39,15
OI0003740,O001501,P0013,1,127.84,91.01,15
OI0003741,O001501,P0073,1,372.75,170.56,0
OI0003742,O001502,P0092,3,51.3,24.69,15
OI0003743,O001502,P0099,1,179.3,114.96,0
OI0003744,O001502,P0096,1,280.31,123.46,5
OI0003745,O001503,P0092,4,51.3,24.69,5
OI0003746,O001504,P0082,1,64.05,28.14,0
OI0003747,O001505,P0088,4,236.31,102.24,0
OI0003748,O001505,P0092,1,51.3,24.69,15
OI0003749,O001505,P0080,1,392.84,163.94,0
OI0003750,O001505,P0039,1,66.47,46.73,0
OI0003751,O001506,P0114,1,41.45,23.84,5
OI0003752,O001507,P0109,1,39.14,21.27,10
OI0003753,O001508,P0069,2,259.35,175.47,20
OI0003754,O001509,P0094,2,309.52,160.91,5
OI0003755,O001509,P0014,1,189.67,104.55,10
OI0003756,O001509,P0085,4,142.09,59.82,15
OI0003757,O001510,P0089,1,49.96,38.06,5
OI0003758,O001511,P0069,1,259.35,175.47,0
OI0003759,O001511,P0036,-1,71.47,40.11,0
OI0003760,O001511,P0023,2,15.34,8.57,5
OI0003761,O001511,P0063,1,8.2,5.54,0
OI0003762,O001512,P0119,1,78.86,37.39,0
OI0003763,O001512,P0050,2,171.47,76.47,10
OI0003764,O001512,P0030,3,90.28,41.7,0
OI0003765,O001513,P0070,1,131.06,75.18,20
OI0003766,O001514,P0092,2,51.3,24.69,10
OI0003767,O001514,P0092,1,51.3,24.69,10
OI0003768,O001515,P0082,1,64.05,28.14,0
OI0003769,O001515,P0060,1,306.49,149.27,0
OI0003770,O001515,P0011,2,116.27,72.14,10
OI0003771,O001516,P0020,1,185.28,120.72,10
OI0003772,O001517,P0030,4,90.28,41.7,0
OI0003773,O001517,P0018,2,281.84,146.67,0
OI0003774,O001517,P0022,3,192.12,85.66,0
OI0003775,O001518,P0085,1,142.09,59.82,5
OI0003776,O001518,P0042,1,79.85,35.8,15
OI0003777,O001519,P0108,3,299.87,137.39,10
OI0003778,O001520,P0066,1,103.29,50.62,15
OI0003779,O001520,P0009,1,102.74,56.37,0
OI0003780,O001521,P0082,1,64.05,28.14,0
OI0003781,O001522,P0020,2,185.28,120.72,15
OI0003782,O001523,P0048,3,316.06,150.66,0
OI0003783,O001523,P0020,1,185.28,120.72,20
OI0003784,O001523,P0058,2,224.02,143.13,0
OI0003785,O001524,P0009,3,102.74,56.37,0
OI0003786,O001524,P0046,1,310.17,133.53,5
OI0003787,O001524,P0061,1,241.21,110.37,10
OI0003788,O001525,P0104,4,71.93,33.51,10
OI0003789,O001526,P0119,2,78.86,37.39,0
OI0003790,O001526,P0049,1,59.24,43.15,10
OI0003791,O001526,P0014,4,189.67,104.55,10
OI0003792,O001527,P0107,1,140.71,82.95,10
OI0003793,O001527,P0036,-1,71.47,40.11,15
OI0003794,O001527,P0063,1,8.2,5.54,15
OI0003795,O001528,P0014,1,189.67,104.55,0
OI0003796,O001529,P0034,2,265.11,120.64,0
OI0003797,O001529,P0030,1,90.28,41.7,5
OI0003798,O001529,P0023,2,15.34,8.57,0
OI0003799,O001530,P0097,-1,163.15,70.37,5
OI0003800,O001530,P0113,2,152.02,79.85,15
OI0003801,O001530,P0119,2,78.86,37.39,0
OI0003802,O001531,P0110,1,311.63,167.87,15
OI0003803,O001531,P0098,1,17.88,10.05,15
OI0003804,O001532,P0053,1,23.29,11.09,10
OI0003805,O001532,P0037,3,171.97,76.8,0
OI0003806,O001532,P0101,2,338.95,156.07,10
OI0003807,O001533,P0091,4,196.39,82.27,5
OI0003808,O001534,P0055,1,150.07,98.61,15
OI0003809,O001535,P0023,2,15.34,8.57,0
OI0003810,O001535,P0093,1,64.09,40.65,15
OI0003811,O001535,P0096,2,280.31,123.46,0
OI0003812,O001535,P0049,1,59.24,43.15,15
OI0003813,O001536,P0116,2,53.16,36.42,0
OI0003814,O001537,P0081,2,96.93,49.39,5
OI0003815,O001537,P0019,1,36.3,22.04,0
OI0003816,O001537,P0002,2,230.82,108.89,20
OI0003817,O001538,P0005,1,181.52,92.02,10
OI0003818,O001538,P0060,3,306.49,149.27,0
OI0003819,O001538,P0119,1,78.86,37.39,0
OI0003820,O001538,P0115,1,66.66,49.6,0
OI0003821,O001539,P0074,2,62.08,27.78,5
OI0003822,O001539,P0040,3,214.96,89.94,15
OI0003823,O001540,P0095,1,202.91,139.2,0
OI0003824,O001541,P0080,3,392.84,163.94,15
OI0003825,O001541,P0085,2,142.09,59.82,5
OI0003826,O001541,P0016,2,182.65,108.43,5
OI0003827,O001542,P0076,1,81.73,46.21,10
OI0003828,O001543,P0046,1,310.17,133.53,15
OI0003829,O001544,P0050,3,171.47,76.47,15
OI0003830,O001544,P0098,3,17.88,10.05,10
OI0003831,O001545,P0094,1,309.52,160.91,0
OI0003832,O001545,P0047,3,243.5,159.8,0
OI0003833,O001545,P0060,3,306.49,149.27,0
OI0003834,O001546,P0109,4,39.14,21.27,0
OI0003835,O001547,P0119,1,78.86,37.39,10
OI0003836,O001547,P0096,1,280.31,123.46,10
OI0003837,O001547,P0118,3,177.52,114.17,10
OI0003838,O001547,P0055,4,150.07,98.61,0
OI0003839,O001548,P0080,2,392.84,163.94,0
OI0003840,O001549,P0084,1,42.76,20.69,5
OI0003841,O001549,P0094,1,309.52,160.91,0
OI0003842,O001549,P0037,2,171.97,76.8,5
OI0003843,O001549,P0045,1,354.19,170.05,15
OI0003844,O001550,P0005,4,181.52,92.02,0
OI0003845,O001550,P0037,2,171.97,76.8,0
OI0003846,O001550,P0104,3,71.93,33.51,10
OI0003847,O001550,P0007,1,180.16,110.8,10
OI0003848,O001551,P0105,1,124.3,57.25,10
OI0003849,O001551,P0043,3,33.48,14.68,0
OI0003850,O001551,P0029,4,35.33,21.58,10
OI0003851,O001552,P0108,2,299.87,137.39,0
OI0003852,O001552,P0081,1,96.93,49.39,5
OI0003853,O001552,P0008,1,223.03,120.69,0
OI0003854,O001553,P0027,2,283.79,152.07,15
OI0003855,O001553,P0089,4,49.96,38.06,5
OI0003856,O001553,P0093,1,64.09,40.65,20
OI0003857,O001554,P0033,-1,211.78,114.87,0
OI0003858,O001554,P0009,3,102.74,56.37,0
OI0003859,O001555,P0035,2,326.93,146.56,10
OI0003860,O001555,P0046,4,310.17,133.53,5
OI0003861,O001555,P0108,1,299.87,137.39,10
OI0003862,O001555,P0107,4,140.71,82.95,0
OI0003863,O001556,P0097,2,163.15,70.37,5
OI0003864,O001557,P0013,1,127.84,91.01,0
OI0003865,O001557,P0110,3,311.63,167.87,0
OI0003866,O001557,P0019,1,36.3,22.04,15
OI0003867,O001558,P0118,2,177.52,114.17,0
OI0003868,O001558,P0075,3,134.51,78.21,0
OI0003869,O001559,P0036,3,71.47,40.11,0
OI0003870,O001559,P0061,1,241.21,110.37,0
OI0003871,O001560,P0055,4,150.07,98.61,0
OI0003872,O001560,P0091,1,196.39,82.27,0
OI0003873,O001561,P0101,1,338.95,156.07,0
OI0003874,O001561,P0014,2,189.67,104.55,15
OI0003875,O001562,P0105,1,124.3,57.25,10
OI0003876,O001562,P0031,1,254.7,145.72,5
OI0003877,O001563,P0006,1,273.98,150.3,15
OI0003878,O001563,P0080,1,392.84,163.94,0
OI0003879,O001563,P0012,1,20.32,10.75,0
OI0003880,O001563,P0109,2,39.14,21.27,5
OI0003881,O001564,P0025,1,187.19,125.9,0
OI0003882,O001564,P0019,1,36.3,22.04,10
OI0003883,O001564,P0061,3,241.21,110.37,0
OI0003884,O001564,P0058,1,224.02,143.13,0
OI0003885,O001565,P0005,2,181.52,92.02,0
OI0003886,O001565,P0020,1,185.28,120.72,0
OI0003887,O001565,P0066,2,103.29,50.62,0
OI0003888,O001565,P0004,4,114.79,53.81,0
OI0003889,O001566,P0100,2,280.83,119.83,0
OI0003890,O001567,P0017,2,30.38,15.75,5
OI0003891,O001567,P0011,1,116.27,72.14,15
OI0003892,O001567,P0008,1,223.03,120.69,5
OI0003893,O001568,P0014,1,189.67,104.55,5
OI0003894,O001568,P0024,1,169.87,104.81,0
OI0003895,O001568,P0018,3,281.84,146.67,5
OI0003896,O001569,P0081,1,96.93,49.39,0
OI0003897,O001569,P0011,2,116.27,72.14,0
OI0003898,O001570,P0021,2,217.0,157.06,10
OI0003899,O001570,P0063,1,8.2,5.54,0
OI0003900,O001570,P0017,2,30.38,15.75,20
OI0003901,O001570,P0042,1,79.85,35.8,0
OI0003902,O001571,P0098,2,17.88,10.05,0
OI0003903,O001571,P0081,1,96.93,49.39,15
OI0003904,O001572,P0090,1,60.09,33.62,10
OI0003905,O001572,P0099,3,179.3,114.96,0
OI0003906,O001572,P0075,2,134.51,78.21,20
OI0003907,O001573,P0070,2,131.06,75.18,0
OI0003908,O001573,P0061,1,241.21,110.37,20
OI0003909,O001573,P0089,1,49.96,38.06,15
OI0003910,O001573,P0083,2,63.1,34.73,20
